pred_mean,obs_rate
0.04340558499612502,0.008194588969823101
0.07850763430162916,0.01687749991870183
0.11021760316615369,0.021885467139280024
0.14512226698719646,0.031120939156450197
0.18555656950181035,0.04185229748626061
0.23509494567359276,0.05446977334070437
0.2976238560264939,0.07482683489967806
0.3786470104969485,0.10633800526812136
0.49070718792317647,0.15810867939254009
0.6772551931866169,0.2936164677571461
