pred_mean,obs_rate
0.057244328451780804,0.009040062434963579
0.10540603666292013,0.015901921888719067
0.14642832353616636,0.02185294787161393
0.18941052278706025,0.030372996000130076
0.23736466379381732,0.040551526779616924
0.2939270983160672,0.05541283210302104
0.3609865302167471,0.07365614126369874
0.44496449252976245,0.10721253902185224
0.555519244345223,0.15648780487804878
0.7323774688457312,0.29680335598842317
