number,value,state,params_alpha,params_colsample_bytree,params_eta,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_scale_pos_weight,params_subsample,datetime_start,datetime_complete,duration
36,0.2662586205735099,PRUNED,0.0007611759251344947,0.8244252651662085,0.009355267964197915,2.956557788342253,1.2659525084902077e-08,7,1.3748252867509796,9.081136970043005,0.939009077340473,2025-08-31 20:15:52.632755,2025-08-31 20:19:40.981001,0 days 00:03:48.348246
37,0.22349585189962157,PRUNED,2.1407856616174974e-07,0.8242040822572371,0.010109672208555482,3.734834355329119,3.506987447064977e-08,6,8.248671167432988,11.868977781887558,0.8284442187585681,2025-08-31 20:19:40.994402,2025-08-31 20:20:19.971457,0 days 00:00:38.977055
38,0.21639795754748575,PRUNED,0.24262306418069765,0.8846921222464722,0.01085543481236828,2.594498303882814,0.00013521853021082153,5,0.4538352454704525,6.7820833038377115,0.8579264495363821,2025-08-31 20:20:19.979286,2025-08-31 20:20:59.205731,0 days 00:00:39.226445
39,0.21208550956555589,PRUNED,0.00011191275323126653,0.6301623244555589,0.009199769814560624,3.142979074907898,1.666336825882275e-08,4,2.9532978554125275,8.68489059673974,0.9678954496424665,2025-08-31 20:20:59.214108,2025-08-31 20:21:33.545227,0 days 00:00:34.331119
40,0.22892163471017932,PRUNED,0.00014011157618686002,0.8372470864967295,0.005384653793707726,4.070627423370755,5.197535084502099e-08,9,0.25424548025370575,11.264010334507628,0.8798882178559602,2025-08-31 20:21:33.553032,2025-08-31 20:22:28.072181,0 days 00:00:54.519149
41,0.21008727649304068,PRUNED,0.2196503127315093,0.9156113880960566,0.018911212527457002,1.5701398500002408,0.00010682936271726545,3,0.20246247486491764,13.06068336178829,0.9349089816537577,2025-08-31 20:22:28.082534,2025-08-31 20:22:58.125554,0 days 00:00:30.043020
42,0.27354154613924947,COMPLETE,4.384386243331235,0.9591229046060281,0.05073926089149119,1.2866845032414072,3.576781541279642e-08,3,0.17184603018306033,11.28242663714175,0.8575487150548231,2025-08-31 20:22:58.133183,2025-08-31 20:29:56.714779,0 days 00:06:58.581596
43,0.2704066968276343,COMPLETE,0.7290264987578198,0.9549043130911675,0.08414181172642693,0.7815238544687247,3.036529317322832e-08,3,0.2571367327160199,12.436251679221277,0.9578425885799852,2025-08-31 20:29:56.766054,2025-08-31 20:34:04.415181,0 days 00:04:07.649127
44,0.2586964960838218,PRUNED,0.16802375419726645,0.9585439653007647,0.04259941848082699,1.0884117367686859,1.1066425245748959e-06,3,0.3852812045848296,10.966587513173009,0.8150964825668544,2025-08-31 20:34:04.559390,2025-08-31 20:36:17.270864,0 days 00:02:12.711474
45,0.26800711990425696,PRUNED,0.11332519465001303,0.9992665658998566,0.03301338217907708,1.8374526093820551,2.3765884817467625e-08,3,0.21084922848805007,12.31690596062544,0.6950709970496429,2025-08-31 20:36:17.280647,2025-08-31 20:39:19.419059,0 days 00:03:02.138412
46,0.2712996515604432,COMPLETE,0.8445587998904034,0.8680029333890018,0.05784120977238839,1.1428252673024866,1.1358983692744464e-08,4,0.10776705726417274,13.01076982499082,0.7840790263899697,2025-08-31 20:39:19.497528,2025-08-31 20:43:39.339256,0 days 00:04:19.841728
47,0.25636575607942097,PRUNED,0.41254811209951603,0.7316251511868017,0.012747074318085095,3.110848327487654,1.3605533275508783e-08,7,5.028597062633087,7.1369513867404235,0.9136142223233564,2025-08-31 20:43:39.383117,2025-08-31 20:45:18.108899,0 days 00:01:38.725782
48,0.20752753796093742,PRUNED,0.14391698188119995,0.8207093832748941,0.015810632849735027,2.2206926962791784,2.1630017641932943e-07,3,1.077745315266379,6.817049448387608,0.8659515060791189,2025-08-31 20:45:18.117787,2025-08-31 20:45:59.281329,0 days 00:00:41.163542
49,0.2588087818632932,PRUNED,0.0010415523414613326,0.646271310268369,0.019284087182850185,4.56417958643574,17.390354678049288,12,0.20231866652905559,9.995144086854044,0.635221209319955,2025-08-31 20:45:59.291144,2025-08-31 20:50:34.781838,0 days 00:04:35.490694
